doc1	auth1	title1	doc2	auth2	title2	authmatch	titlematch	overlap	groundtruth	hasworks	cossim
nyp.33433074857727	hawkins, laetitia matilda	Rosanne; or, A father's labour lost. : In three volumes	nyp.33433074857735	hawkins, laetitia matilda	Rosanne; or, A father's labour lost. : In three volumes	1.0	1.0	43.7528582109	1	0	0.0
mdp.39015013161065	hill, aaron	Works	mdp.39015013161057	hill, aaron	Works	1.0	1.0	2.7725887222	1	1	0.0
njp.32101043005584	voltaire	Romances	njp.32101045677216	voltaire	Romances	1.0	1.0	4.7957905456	1	0	1.11022302462516e-16
uiuo.ark+=13960=t12n5pm4d	murray, david christie	Hearts	uiuo.ark+=13960=t84j12g5n	murray, david christie	Hearts	1.0	1.0	6.224558429299999	1	0	1.11022302462516e-16
uiuo.ark+=13960=t42r4d665	murray, david christie	Hearts	uiuo.ark+=13960=t12n5pm4d	murray, david christie	Hearts	1.0	1.0	6.224558429299999	1	0	1.11022302462516e-16
uc2.ark+=13960=t3hx1bm1n	mackay, charles	Luck;	uc2.ark+=13960=t9377c56z	mackay, charles	Luck;	1.0	1.0	6.4216222678	1	0	1.11022302462516e-16
uc2.ark+=13960=t9377c56z	mackay, charles	Luck;	uc2.ark+=13960=t8z897m19	mackay, charles	Luck;	1.0	1.0	6.4216222678	1	0	1.11022302462516e-16
uc2.ark+=13960=t3hx1bm1n	mackay, charles	Luck;	uc2.ark+=13960=t8z897m19	mackay, charles	Luck;	1.0	1.0	6.4216222678	1	0	1.11022302462516e-16
uiuo.ark+=13960=t4jm2zc1t	burdett, c. d, mrs	At home	uiuo.ark+=13960=t58d0m350	burdett, c. d, mrs	At home	1.0	1.0	7.5621616312	1	0	1.11022302462516e-16
uiuo.ark+=13960=t1hh76s3s	burdett, c. d, mrs	At home	uiuo.ark+=13960=t4jm2zc1t	burdett, c. d, mrs	At home	1.0	1.0	7.5621616312	1	0	1.11022302462516e-16
uiuo.ark+=13960=t1hh76s3s	burdett, c. d, mrs	At home	uiuo.ark+=13960=t58d0m350	burdett, c. d, mrs	At home	1.0	1.0	7.5621616312	1	0	1.11022302462516e-16
uiuo.ark+=13960=t7hq4fx51	long, catharine	The first lieutenant's story	njp.32101065710897	long, catharine, lady	The first lieutenant's story	0.8333333333	1.0	16.1530824136	1	0	1.11022302462516e-16
uiuo.ark+=13960=t7hq4fx51	long, catharine	The first lieutenant's story	njp.32101065710905	long, catharine, lady	The first lieutenant's story	0.8333333333	1.0	16.1530824136	1	0	1.11022302462516e-16
mdp.39015064564621	woodrooffe, anne cox	Shades of character : or, Mental and moral delineations : de	mdp.39015064564647	woodrooffe, anne cox	Shades of character : or, Mental and moral delineations : de	1.0	1.0	105.4104254934	1	0	1.11022302462516e-16
mdp.39015025930630	ireland, w. h. (william h	Rizzio; or, Scenes in Europe during the sixteenth century	mdp.39015059414550	ireland, w. h. (william h	Rizzio; or, Scenes in Europe during the sixteenth century	1.0	1.0	44.3041972937	1	0	1.11022302462516e-16
mdp.39015031045274	lawrence, james henry	The empire of the Nairs; or, The rights of women. An Utopian	mdp.39015031045266	lawrence, james henry	The empire of the Nairs; or, The rights of women. An Utopian	1.0	1.0	45.7946925792	1	0	1.11022302462516e-16
mdp.39015021233401	lawrence, james henry	The empire of the Nairs; or, The rights of women. An Utopian	mdp.39015031045258	lawrence, james henry	The empire of the Nairs; or, The rights of women. An Utopian	1.0	1.0	45.7946925792	1	0	1.11022302462516e-16
mdp.39015031045274	lawrence, james henry	The empire of the Nairs; or, The rights of women. An Utopian	mdp.39015031045258	lawrence, james henry	The empire of the Nairs; or, The rights of women. An Utopian	1.0	1.0	45.7946925792	1	0	1.11022302462516e-16
uiuo.ark+=13960=t6xw4rw1j	cuthbertson, catherine	Romance of the Pyrenees	nyp.33433074951629	cuthbertson, catherine	Romance of the Pyrenees	1.0	1.0	12.213901916600001	1	0	2.2204460492503099e-16
uiuo.ark+=13960=t19k4v47r	de jongh, bertha	Loving and loth	uiuo.ark+=13960=t8sb4kr00	de jongh, bertha	Loving and loth	1.0	1.0	18.4839527384	1	0	2.2204460492503099e-16
uiuo.ark+=13960=t19k4v47r	de jongh, bertha	Loving and loth	uiuo.ark+=13960=t09w0z784	de jongh, bertha	Loving and loth	1.0	1.0	18.4839527384	1	0	2.2204460492503099e-16
uiuo.ark+=13960=t09w0z784	de jongh, bertha	Loving and loth	uiuo.ark+=13960=t8sb4kr00	de jongh, bertha	Loving and loth	1.0	1.0	18.4839527384	1	0	2.2204460492503099e-16
uc1.b3324268	long, catherine walpole, 	Sir Roland Ashton: a tale of the times	uc1.b3324269	long, catherine walpole, 	Sir Roland Ashton: a tale of the times	1.0	1.0	30.1315083584	1	0	2.2204460492503099e-16
uiuo.ark+=13960=t9280q47h	gambier, james w	Swifter than a weaver's shuttle	uiuo.ark+=13960=t0ft8z28g	gambier, james w	Swifter than a weaver's shuttle	1.0	1.0	35.3472911095	1	0	2.2204460492503099e-16
njp.32101067707404	blackmore, r. d. (richard	The remarkable history of Sir Thomas Upmore, bart., M. P., f	njp.32101067707412	blackmore, r. d. (richard	The remarkable history of Sir Thomas Upmore, bart., M. P., f	1.0	1.0	90.83973393219999	1	0	2.2204460492503099e-16
uc1.b3347383	ware, william	Probus: or, Rome in the third century. In letters of Lucius 	uc1.b3347384	ware, william	Probus: or, Rome in the third century. In letters of Lucius 	1.0	1.0	103.5760672337	1	0	2.2204460492503099e-16
hvd.hn2hei	semple, elizabeth	Summer rambles, or, Conversations, instructive and entertain	hvd.hn2hej	semple, elizabeth	Summer rambles, or, Conversations, instructive and entertain	1.0	1.0	114.45376175959998	1	0	2.2204460492503099e-16
mdp.39015018449168	ireland, w. h. (william h	The abbess; a romance	mdp.39015018449200	ireland, w. h. (william h	The abbess; a romance	1.0	1.0	12.8258504273	1	0	2.2204460492503099e-16
uiuo.ark+=13960=t47p9h11h	l. e. l	Lady Anne Granard, or, Keeping up appearances	uiuo.ark+=13960=t5p84sj7q	l. e. l	Lady Anne Granard, or, Keeping up appearances	1.0	1.0	43.54991732479999	1	0	2.2204460492503099e-16
nyp.33433075727424	fisher, william	The petrel : a tale of the sea	njp.32101076515475	fisher, william	The petrel : a tale of the sea	1.0	1.0	18.2661187796	1	0	3.33066907387547e-16
uiuo.ark+=13960=t5bc4ch4s	harding, anne raikes	Realities	uiuo.ark+=13960=t2f76rp04	harding, anne raikes	Realities	1.0	1.0	8.2380082492	1	0	3.33066907387547e-16
uiuo.ark+=13960=t6n01jf5k	harding, anne raikes	Realities	uiuo.ark+=13960=t2f76rp04	harding, anne raikes	Realities	1.0	1.0	8.2380082492	1	0	3.33066907387547e-16
uiuo.ark+=13960=t5bc4ch4s	harding, anne raikes	Realities	uiuo.ark+=13960=t6n01jf5k	harding, anne raikes	Realities	1.0	1.0	8.2380082492	1	0	3.33066907387547e-16
uiuo.ark+=13960=t9765wb33	harding, anne raikes	Realities	uiuo.ark+=13960=t2f76rp04	harding, anne raikes	Realities	1.0	1.0	8.2380082492	1	0	3.33066907387547e-16
uiuo.ark+=13960=t9765wb33	harding, anne raikes	Realities	uiuo.ark+=13960=t6n01jf5k	harding, anne raikes	Realities	1.0	1.0	8.2380082492	1	0	3.33066907387547e-16
uiuo.ark+=13960=t5bc4ch4s	harding, anne raikes	Realities	uiuo.ark+=13960=t9765wb33	harding, anne raikes	Realities	1.0	1.0	8.2380082492	1	0	3.33066907387547e-16
pst.000005595853	coombe, william	The devil upon two sticks in England : Being a continuation 	pst.000005595846	coombe, william	The devil upon two sticks in England : Being a continuation 	1.0	1.0	127.82870440069999	1	0	4.44089209850063e-16
pst.000006661854	coombe, william	The devil upon two sticks in England : Being a continuation 	pst.000005595846	coombe, william	The devil upon two sticks in England : Being a continuation 	1.0	1.0	127.82870440069999	1	0	4.44089209850063e-16
pst.000005595853	coombe, william	The devil upon two sticks in England : Being a continuation 	pst.000006661854	coombe, william	The devil upon two sticks in England : Being a continuation 	1.0	1.0	127.82870440069999	1	0	4.44089209850063e-16
mdp.39015037803791	park, paul	The gospel of Corax	uc1.32106018018025	park, paul	The gospel of Corax	1.0	1.0	18.464179792	1	0	7.374887291200501e-05
uc1.32106012931553	kataev, valentin	Time, forward	mdp.49015000498064	kataev, valentin	Time, forward!	1.0	0.962962963	3.9512437186000002	1	0	8.11583115565284e-05
njp.32101066120906	brown, alice	The prisoner	nyp.33433074808712	brown, alice	The prisoner	1.0	1.0	6.9697906699	1	0	0.00010110079999999999
uc1.b3122335	rinehart, mary roberts	Love stories	mdp.39015030710027	rinehart, mary roberts	Love stories	1.0	1.0	5.3471075307	1	0	0.0002027894
mdp.49015000773334	daumal, rené	A night of serious drinking	mdp.39015019073652	daumal, rené	A night of serious drinking	1.0	1.0	21.879573322	1	0	0.00021330619999999998
uc1.32106014703547	lawrence, d. h. (david he	Kangaroo	mdp.49015000986753	lawrence, d. h. (david he	Kangaroo	1.0	1.0	8.464635940700001	1	0	0.0002314898
uc1.$b105568	schoonover, lawrence l	The queen's cross; a biographical romance of Queen Isabella 	mdp.39015002754169	schoonover, lawrence l	The Queen's cross; a biographical romance of Queen Isabella 	1.0	1.0	43.7991495888	1	0	0.000249275
mdp.39015031992681	theal, george mccall	Kaffir folk-lore; or, A selection from the traditional tales	uc1.$b809936	theal, george mccall	Kaffir folk-lore; or, A selection from the traditional tales	1.0	1.0	117.4047306667	1	0	0.0002873135
uc1.$b597886	ossendowski, ferdynand an	Life story of a little monkey; the diary of the chimpanzee K	mdp.39015065264130	ossendowski, ferdynand an	The life story of a little monkey, the diary of the chimpanz	1.0	0.8571428570999999	42.7849754809	1	0	0.0003105685
njp.32101064994773	miln, louise (jordan), mr	When we were strolling players in the East	uc1.b49150	miln, louise (jordan), mr	When we were strolling players in the east	1.0	1.0	42.1903972011	1	0	0.0003226711
uc1.32106013935017	wiesel, elie	The forgotten	mdp.39015020691724	wiesel, elie	The forgotten	1.0	1.0	7.4764723812	1	0	0.00034466190000000005
mdp.39015048902913	marshall, archibald	Richard Baldock; an account of some episodes in his childhoo	nyp.33433074881172	marshall, archibald	Richard Baldock : an account of some episodes in his childho	1.0	0.9714285714	112.9996339242	1	0	0.0003786113
uc2.ark+=13960=t3qv3g091	lagerlöf, selma	The emperor of Portugallia	mdp.39015033158372	lagerlöf, selma	The emperor of Portugallia, from the Swedish of Selma Lagerl	1.0	0.8524590164	18.3601624615	1	0	0.0004720475
mdp.49015002065911	voltaire	Romances	njp.32101043005584	voltaire	Romances	1.0	1.0	4.7957905456	0	0	0.0005368069999999999
inu.39000000611546	daumal, rené	A night of serious drinking	mdp.39015019073652	daumal, rené	A night of serious drinking	1.0	1.0	21.879573322	1	0	0.0005511425
inu.39000000611546	daumal, rené	A night of serious drinking	mdp.49015000773334	daumal, rené	A night of serious drinking	1.0	1.0	21.879573322	1	0	0.0005558892
mdp.39076005355545	lewis, c. s. (clive stapl	The case for Christianity	uc1.32106007459453	lewis, c. s. (clive stapl	The case for Christianity, by ... Published in England under	1.0	0.8333333333	16.9639187673	1	0	0.0005655713
uc1.b3461898	moynahan, julian	Pairing off	mdp.39015012882000	moynahan, julian	Pairing off	1.0	1.0	16.9321263003	1	0	0.0006016623
uc1.b3462094	holmes, john clellon	The horn	mdp.39015054104305	holmes, john clellon	The horn	1.0	1.0	7.092573716	1	0	0.0006505484
uc1.32106016476506	french, albert	Holly	mdp.39015034266299	french, albert	Holly	1.0	1.0	8.538367426599999	1	0	0.0006860862
uc1.$b468699	gerlach, heinrich	The forsaken army, a novel. Translated from the German by Ri	inu.32000001534397	gerlach, heinrich	The forsaken army; a novel	1.0	0.8333333333	17.914174777	1	0	0.0006894481
uc2.ark+=13960=t6930pf9q	rinehart, mary roberts	Affinities	uc2.ark+=13960=t2p55dt6s	rinehart, mary roberts	Affinities	1.0	1.0	8.4614690426	1	0	0.0007022616
mdp.39015048903465	marshall, archibald	Peter Binney, a novel	nyp.33433074881164	marshall, archibald	Peter Binney, a novel	1.0	1.0	18.1582636081	1	0	0.0007774602000000001
inu.30000020707463	marshall, s. l. a. (samue	Pork Chop Hill : the American fighting man in action Korea, 	mdp.39015038919471	marshall, s. l. a. (samue	Pork Chop Hill; the American fighting man in action, Korea, 	1.0	0.9714285714	71.542790681	1	0	0.0008049641000000001
wu.89046689238	voltaire	Romances	mdp.49015002065929	voltaire	Romances	1.0	1.0	4.7957905456	0	0	0.0008702355000000001
uiug.30112081774348	royce, josiah	The conception of immortality	uc1.b3955246	royce, josiah	The conception of immortality	1.0	1.0	18.353481919300002	1	0	0.0008704433
inu.39000000394796	durrell, lawrence	Monsieur	mdp.39015013756807	durrell, lawrence	Monsieur	1.0	1.0	6.9517721644	1	0	0.0009804227000000001
mdp.49015002065929	voltaire	Romances	njp.32101043005584	voltaire	Romances	1.0	1.0	4.7957905456	0	0	0.001076555
nyp.33433075867162	lagerlöf, selma	Jerusalem	mdp.49015001239178	lagerlöf, selma	Jerusalem	1.0	1.0	7.3336763957	1	0	0.0011996585
uc1.b317690	copp??e, fran?_ois	Ten tales	uc1.b317689	copp??e, fran?_ois	Ten tales	1.0	1.0	8.1484456662	1	0	0.0012098748
mdp.49015002065911	voltaire	Romances	mdp.49015002389865	voltaire	Romances	1.0	1.0	4.7957905456	0	0	0.0013029959
uc1.$b244914	steele, wilbur daniel	Isles of the blest	mdp.39015059414204	steele, wilbur daniel	Isles of the blest	1.0	1.0	18.4714380007	1	0	0.0013465223
mdp.39015033398812	schnitzler, arthur	Little novels	mdp.39015008148622	schnitzler, arthur	Little novels	1.0	1.0	6.8297937375	1	1	0.0014200213000000001
inu.39000005710376	fraser, william alexander	The Sa'-zada tales	pst.000006670603	fraser, william alexander	The Saʺ-zada tales	1.0	0.9444444444	2.6390573296	1	0	0.0014479598
mdp.49015002389857	voltaire	Romances	njp.32101043005584	voltaire	Romances	1.0	1.0	4.7957905456	0	0	0.0014930723000000001
mdp.49015002389857	voltaire	Romances	njp.32101045677216	voltaire	Romances	1.0	1.0	4.7957905456	0	0	0.0014930723000000001
pst.000008915634	alcott, louisa may	Little men	mdp.49015000505918	alcott, louisa may	Little men	1.0	1.0	7.6884553565	1	0	0.0014992717000000002
wu.89081839052	macbean, lachlan	Marjorie Fleming : the story of Pet Marjorie together with h	umn.31951002045766q	macbean, l. (lachlan)	Marjorie Fleming : the story of Pet Marjorie together with h	0.8648648648999999	1.0	53.6433968395	1	0	0.0015284985
uc1.32106002161351	berriault, gina	The descent	mdp.39015061386564	berriault, gina	The descent	1.0	1.0	7.7985230536	1	0	0.0015483342999999998
mdp.39015015337291	tolstai͡a, t. v (tatʹi͡an	On the golden porch	mdp.39015038149178	tolstai͡a, tatʹi͡ana	On the golden porch	0.8444444444	1.0	16.4744205136	1	0	0.0015714051000000001
wu.89046689212	voltaire	Romances	mdp.49015002065929	voltaire	Romances	1.0	1.0	4.7957905456	0	0	0.0016251934
mdp.39015029941930	mcinerney, jay	Brightness falls	mdp.39015025253868	mcinerney, jay	Brightness falls	1.0	1.0	16.9634028169	1	0	0.0017172192000000001
mdp.39015059375306	burdette, robert jones	Chimes from a jester's bells; stories and sketches	uc1.b3332912	burdette, robert j. (robe	Chimes from a jester's bells; stories and sketches	0.8510638298000001	1.0	35.8573251031	1	0	0.0017596149
mdp.39015008927835	kataev, valentin	Time, forward	mdp.49015000498064	kataev, valentin	Time, forward!	1.0	0.962962963	3.9512437186000002	1	0	0.0018036651000000001
uc1.$b119587	barker, a. l. (audrey lil	Apology for a hero	mdp.39015063006624	barker, a. l. (audrey lil	Apology for a hero	1.0	1.0	18.27038353	1	0	0.0018500839999999999
mdp.39015008927835	kataev, valentin	Time, forward	mdp.39015026805286	kataev, valentin	time, forward!	1.0	0.962962963	3.9512437186000002	1	0	0.0019737177
wu.89046689212	voltaire	Romances	mdp.49015002389865	voltaire	Romances	1.0	1.0	4.7957905456	0	0	0.0019745998
wu.89046689212	voltaire	Romances	mdp.49015002389857	voltaire	Romances	1.0	1.0	4.7957905456	0	0	0.0019745998
mdp.39015008920368	durrell, lawrence	The dark labyrinth	uc1.32106005475360	durrell, lawrence	The dark labyrith	1.0	0.9714285714	4.9767337424	1	0	0.0020154279
mdp.39015001525917	coward, noel	Star quality; six stories	mdp.39015005672335	coward, noel	Star quality; six stories	1.0	1.0	20.2484871259	1	0	0.0022143244
njp.32101071960940	laboulaye, édouard	Abdallah; or, The four-leaved shamrock	mdp.39015033381164	laboulaye, edouard	Abdallah; or, The four-leaved shamrock	0.9444444444	1.0	28.9230285715	1	0	0.0022266827
pst.000006670603	fraser, william alexander	The Saʺ-zada tales	uc2.ark+=13960=t4dn4151t	fraser, william alexander	The Sa'-zada tales	1.0	0.9444444444	2.6390573296	1	0	0.0023186360000000002
uc1.b4351909	romanov, panteleĭmon	Without cherry blossom	mdp.39015008008834	romanov, panteleĭmon	Without cherry blossom	1.0	1.0	20.865067784100003	1	0	0.0024539814999999998
mdp.39015014858982	tennant, kylie	The joyful condemned	inu.39000002669732	tennant, kylie	The joyful condemned	1.0	1.0	16.8974251149	1	0	0.002513211
mdp.39015025949598	bacheller, irving	The hand-made gentleman; a tale of the battles of peace	nyp.33433082266309	bacheller, irving	The hand-made gentleman : a tale of the battles of peace	1.0	0.9714285714	34.0507418588	1	0	0.0026119445000000003
mdp.39015061469980	vachss, andrew h	Flood	uc1.32106008532860	vachss, andrew h	Flood	1.0	1.0	7.329749689	1	0	0.0026582381
uva.x030742570	laboulaye, édouard	Abdallah, or, The four-leaved clover	mdp.39015033381164	laboulaye, edouard	Abdallah; or, The four-leaved shamrock	0.9444444444	0.8571428570999999	20.2107621393	1	0	0.0027156698
uc1.b4091099	lawrence, d. h. (david he	England, my England	mdp.39015000630940	lawrence, d. h. (david he	England, my England	1.0	1.0	8.4774123214	1	0	0.0027970011
mdp.39015002233024	campbell, arthur fraser	Jungle green	inu.32000002639005	campbell, arthur	Jungle Green	0.8205128205	1.0	11.288105509300001	1	0	0.0028095772
nyp.33433075768972	tayler, charles b. (charl	The records of a good man's life	nyp.33433075768964	tayler, charles b. (charl	The records of a good man's life	1.0	1.0	22.8033707186	1	0	0.0028164006
uc2.ark+=13960=t6h12ws1r	fisher, dorothy canfield	Understood Betsy	nyp.33433082302708	fisher, dorothy canfield	Understood Betsy	1.0	1.0	16.902629415	1	0	0.0029790154
uc1.b3472726	mackay, shena	A bowl of cherries : a novel	mdp.39015029730358	mackay, shena	A bowl of cherries	1.0	0.8	18.2932889113	1	0	0.0031215286
mdp.39015038164623	romanov, panteleĭmon	Without cherry blossom	mdp.39015008008834	romanov, panteleĭmon	Without cherry blossom	1.0	1.0	20.865067784100003	1	0	0.0032820660999999998
nyp.33433082266341	bacheller, irving	D'ri and I; a tale of daring deeds in the second war with th	nyp.33433082266333	bacheller, irving	D'ri and I : a tale of daring deeds in the second war with t	1.0	0.9714285714	95.08742042040001	1	0	0.0033437813
inu.32000006226940	jahnn, hans henny	The ship	uc1.$b473543	jahnn, hans henny	The ship	1.0	1.0	6.2025355172	1	0	0.0036623101000000003
inu.30000007179629	sartre, jean-paul	The reprieve	uc1.32106001782926	sartre, jean paul	The reprieve;	0.9411764706	1.0	9.4072220801	1	0	0.00370218
mdp.39015000630916	lawrence, d. h. (david he	Kangaroo	mdp.49015000986753	lawrence, d. h. (david he	Kangaroo	1.0	1.0	8.464635940700001	1	0	0.00375222
uc1.32106001994844	lawrence, d. h. (david he	Kangaroo	mdp.39015000630916	lawrence, d. h. (david he	Kangaroo	1.0	1.0	8.464635940700001	1	0	0.0037687459000000003
pst.000068983598	bromfield, louis	The farm	mdp.39015010318569	bromfield, louis	The farm	1.0	1.0	5.9295891434	1	0	0.0037967835
mdp.39015012400621	wasserman, jakob	Caspar Hauser, the enigma of a century	mdp.39015014600657	wassermann, jakob	Caspar Hauser, the enigma of a century	0.9696969697	1.0	34.3458996635	1	0	0.0039172006
mdp.49015000986837	lawrence, d. h. (david he	John Thomas and Lady Jane: the second version of Lady Chatte	mdp.39015054103877	lawrence, d. h. (david he	John Thomas and Lady Jane	1.0	0.8333333333	21.2049806221	1	0	0.003960691
uva.x030742571	laboulaye, édouard	Abdallah : or, The four-leaved shamrock	mdp.39015033381164	laboulaye, edouard	Abdallah; or, The four-leaved shamrock	0.9444444444	0.9714285714	28.9230285715	1	0	0.0040387668
uc1.32106008015569	powers, richard	Prisoner's dilemma	mdp.39015019475972	powers, richard	Prisoner's dilemma	1.0	1.0	18.2616154438	1	0	0.0040388303999999995
uc2.ark+=13960=t1hh6fw7k	tynan, katharine	The wandering years	mdp.39015031236055	tynan, katharine	The wandering years	1.0	1.0	11.322370103199999	1	0	0.0040824633
uc1.b4351909	romanov, panteleĭmon	Without cherry blossom	mdp.39015038164623	romanov, panteleĭmon	Without cherry blossom	1.0	1.0	20.865067784100003	1	0	0.0044181993
uc1.b3762722	debray, régis	Undesirable alien	mdp.39015033356042	debray, régis	Undesirable alien	1.0	1.0	17.5274585505	1	0	0.0044618068
