docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	shorttitle	category	hathiadvent
nyp.33433076067085	King, Grace Elizabeth			f	us	1852-1932.	1893	1893	1893	5.0	4.0		New York;The Century co.;1893.			Balcony stories	shortfiction	contemporary
nyp.33433075765663	Parsons, (Gertrude), Mrs			f	uk	1812-1891.	1890	1890	1890	1.0	1.0		London;Burns & Oates;New York;Catholic Publication Society Co.;1890			Thomas Rileton: his family and friends. A narrative	longfiction	contemporary
mdp.39015063961513	Winter, John Strange	Stannard, H.E.V.	Winter, John Strange	f	uk	1856-1911.	1892	1892	1892	1.0	1.0		London;Chatto & Windus;1892.			A soldier's children	longfiction	contemporary
uiuo.ark+=13960=t9m333839	Lindsay	Lindsay, Lady Caroline Blanche Elizabeth		f	uk	1845-1912.	1891	1891	1891	2.0	2.0	v.1	London;R. Bentley;1891.			Bertha's earl	longfiction	contemporary
uc1.$b251508	Glyn, Anna L			f			1892	1892	1892	3.0	3.0		Bristol;J.W. Arrowsmith;1892?			Fifty pounds for a wife	longfiction	contemporary
uc2.ark+=13960=t9t14wd16	Greenwood, Grace	Lippincott, Sarah Jane		f	us	1823-1904.	1892	1892	1892	1.0	1.0		New York;Tait;1892.			Stories and sketches	shortfiction	contemporary
wu.89104490842	Southworth, Emma Dorothy Eliza Nevitte			f	us	1819-1899.	1898	1893	1898	1.0	1.0		New York;G.W. Dillingham;1898.			Brandon Coyle's wife : a sequel to A skeleton in the closet	longfiction	contemporary
coo.31924013487735	Warden, Florence	Price, Florence Alice		f	uk	1857-1929.	1891	1891	1891	1.0	1.0		Leipzig;Heinemann and Balestier;1891.			Pretty Miss Smith	longfiction	contemporary
nyp.33433075861835	Yonge, Charlotte M. (Charlotte Mary)			f	uk	1823-1901.	1893	1893	1893	1.0	1.0		New York;T. Whittaker;c1893			The treasures in the marshes	longfiction	contemporary
uiuo.ark+=13960=t3bz6g32r	Butt, Beatrice May			f			1892	1892	1892	1.0	1.0	v.2	Edinburgh;W. Blackwood;1892.		823B978I	Ingelheim	longfiction	contemporary
uc2.ark+=13960=t58c9t94r	Murfree, Fanny Noailles Dickinson			f	us		1891	1891	1891	3.0	3.0		Boston;New York;Houghton, Mifflin and company;1891.			Felicia;	longfiction	contemporary
uc1.b4104577	Slosson, Annie (Trumbull), Mrs	Slosson, Annie Trumbull		f	us	1838-1926.	1891	1890	1891	1.0	1.0		New York;Harper;c1890.			Seven dreamers	longfiction	contemporary
uc2.ark+=13960=t5cc0zr38	Coolidge, Susan	Woolsey, Sarah Chauncey		f	us	1835-1905.	1894	1894	1894	3.0	3.0		Boston;Roberts brothers;1894.	Juvenile audience		Not quite eighteen	longfiction	contemporary
nyp.33433076074990	Williams, Anna Vernon Dorsey			f			1890	1890	1890	1.0	1.0		New York;J.W. Lovell Company;1890			Betty; a last century love story	longfiction	contemporary
nyp.33433074929849	Francis, M. E	Blundell, Mary Elizabeth		f	ir	1859-1930	1894	1894	1894	1.0	1.0		Boston;Houghton, Mifflin and Co.;1894.			The story of Dan	longfiction	contemporary
uva.x004391567	Pounds, Jessie Hunter Brown			f	us	1861-1921.	1890	1890	1890	1.0	1.0		Cincinnati;Standard;1894			The ironclad pledge, story of Christian Endeavor	longfiction	contemporary
uc1.b3336986	Crawford, F. Marion (Francis Marion)	Crawford, Francis Marion		m	us	1854-1909.	1882	1890	1882	1.0	1.0	v. 17	New York;Collier;c1882-c1904			The complete works of F. Marion Crawford	longfiction	contemporary
nyp.33433075786222	Weyman, Stanley John	Weyman, Stanley John		m	uk	1855-1928.	1894	1894	1894	9.0	8.0		Leipzig;B. Tauchnitz;1894.		France|Richelieu, Armand Jean du Plessis|1585-1642|History|Louis XIII, 1610-1643|duc de|History	Under the red robe	longfiction	contemporary
uiuo.ark+=13960=t1pg28m9k	Pickering, Percival	Pickering, Anna Maria	Pickering, Percival	m	uk	1865-1965	1893	1893	1893	1.0	1.0	v.2	London;Bliss, Sands & Foster;1893.			A life awry	longfiction	contemporary
uc2.ark+=13960=t0pr7mx0s	Hubbard, Elbert	Hubbard, Elbert Green		m	us	1856-1915.	1894	1894	1894	2.0	2.0		Boston;Arena Pub. Co.;1894.			Forbes of Harvard	longfiction	contemporary
uc2.ark+=13960=t9k35nx3w	Munroe, Kirk			m	us	1850-1930.	1921	1893	1921	2.0	2.0		New York;Harper & brothers;c1921.			Raftmates	longfiction	reprint
njp.32101062729072	Drachmann, Holger			m	den	1846-1908.	1893	1893	1893	2.0	2.0		London;Unwin;1893.			"The cruise of the ""Wild Duck"", and other tales"	shortfiction	contemporary
uc2.ark+=13960=t74t6mg3p	Pearce, J. H. (Joseph Henry)	Pearce, Joseph Henry		m	uk	1856-1938	1893	1893	1893	1.0	1.0		London;Lawrence;1893.			Drolls from shadowland	longfiction	contemporary
uc2.ark+=13960=t31261n0t	Daudet, Alphonse			m	fr	1840-1897.	1898	1892	1897	1.0	1.0	v.04	New York;Society of English and French Literature;1898-1900			The novels, romances, and memoirs of Alphonse Daudet	longfiction	contemporary
nyp.33433076087182	King, Charles			m	us	1844-1933.	1893	1893	1893	2.0	2.0		Philadelphia;Lippincott;1893.			A soldier's secret : a story of the Sioux War of 1890 : and, An Army Portia : two novels	longfiction	contemporary
uc1.b3325125	Stockton, Frank Richard			m	us	1834-1902.	1893	1893	1893	1.0	1.0		London;Allen;1893.			The shadrach : and other stories	shortfiction	contemporary
nyp.33433088072370	Jephson, A. J. Mounteney (Arthur Jermy Mounteney)			m	uk	1858-1908.	1893	1893	1893	1.0	1.0		London;S. Low, Marston and company;1893.		Description and travel	Stories told in an African forest by grown-up children of Africa	shortfiction	contemporary
uc1.b4105315	Sellar, Robert			m	ca	1841-1919.	1890	1890	1890	1.0	1.0		Montreal;F. E. Grafton & sons;1890.		War of 1812|History	Hemlock; a tale of the war of 1812	longfiction	contemporary
mdp.39015063923570	Hopkins, Tighe			m	uk	1856-1919.	1891	1891	1891	1.0	1.0		New York;D. Appleton & co.;1891.			The Nugents of Carriconns, an Irish story	longfiction	contemporary
uc2.ark+=13960=t51g0v51c	Daudet, Alphonse			m	fr	1840-1897.	1898	1891	1897	1.0	1.0	v.08	New York;Society of English and French Literature;1898-1900			The novels, romances, and memoirs of Alphonse Daudet	longfiction	contemporary
nyp.33433034410963	Maartens, Maarten	Schwartz, Jozua Marius Willem van der Poorten	Maartens, Maarten	m	ne	1858-1915.	1894	1893	1894	1.0	1.0		London;R. Bentley and Son;1894.		Dutch fiction	The greater glory; a story of high life	longfiction	contemporary
nyp.33433084128879	Bates, Arlo			m	us	1850-1918.	1890	1890	1890	2.0	2.0		Boston;Roberts;c1890			Albrecht	longfiction	contemporary
nyp.33433075861728	Zangwill, Israel			m	uk	1864-1926.	1891	1891	1891	3.0	3.0		New York;Brentano's;1891.		English fiction	The bachelors' club	longfiction	contemporary
nyp.33433074870399	Hichens, Robert (Robert Smythe)	Hitchens, Robert Smythe		m	uk	1864-1950.	1894	1894	1894	1.0	1.0		New York;M. Kennerley;1908?		American fiction	The green carnation	longfiction	contemporary
uiuo.ark+=13960=t3cz3vq12	Norris, W. E. (William Edward)			m	uk	1847-1925.	1894	1894	1894	1.0	1.0	v.1	London;W. Heinemann;1894.			A victim of good luck;	longfiction	contemporary
mdp.39015063945680	Parker, Gilbert, Sir			m	ca	1862-1932.	1903	1894	1903	2.0	1.0		New York;D. Appleton and company;1903.	Novel		Mrs. Falchion; a novel	longfiction	contemporary
uiuo.ark+=13960=t13n2j187	Fuller, J. F			m	uk	1835-1924	1892	1892	1892	1.0	1.0	v.2	Edinburgh;W. Blackwood;1892.			Chronicles of Westerly	longfiction	contemporary
uc1.$b317729	France, Anatole			m	fr	1844-1924.	1923	1893	1923	2.0	2.0		New York|Boni and Liveright, inc.|1923			The Queen Pedauque	longfiction	reprint
mdp.39015031309894	Stevenson, Robert Louis			m	uk	1850-1894.	1898	1894	1894	1.0	1.0		London;Chatto & Windus;1898.			The Stevenson reader; selected passages from the works of Robert Louis Stevenson	shortfiction	contemporary
uc2.ark+=13960=t9959jh4g	May, Evan			m	uk		1890	1890	1890	1.0	1.0		London;Nicholson;189-?			Zenobia Marsh;	longfiction	contemporary
mdp.39015019723181	Miller, Harriet (Mann)	Miller, Harriet Mann	Miller, Olive Thorne	f	us	1831-1918.	1895	1895	1895	2.0	2.0		Boston;New York;Houghton, Mifflin and company;1900.		Birds	In nesting time;	longfiction	contemporary
uc1.$b119856	Bouv??, Pauline Carrington (Rust)	Bouvé, Pauline Carrington Rust		f	us	1860-1928	1899	1899	1899	1.0	1.0		Boston;Small, Maynard;1899.		Southampton Insurrection, 1831	Their shadows before ;	longfiction	contemporary
nyp.33433076090517	Freeman, Mary Eleanor (Wilkins), Mrs			f	us	1852-1930.	1898	1898	1898	1.0	1.0		London;and New York;Harper & Brothers;1898.			Silence & other stories	shortfiction	contemporary
uc2.ark+=13960=fk6639kj41	Glasgow, Ellen Anderson Gholson			f	us	1873-1945.	1900	1897	1900	4.0	3.0		New York and London;Harper;1900.			The descendant	longfiction	contemporary
mdp.39015025926380	Freeman, Mary Eleanor (Wilkins), Mrs			f	us	1852-1930.	1899	1899	1899	2.0	2.0		Boston;Lothrop publishing company;c1899		Manners and customs|(OCoLC)fst01204155|To 1775|Social life and customs|(OCoLC)fst01007815	In colonial times; the adventures of Ann, the bound girl of Samuel Wales, of Braintree, in the province of Massachusetts Bay	longfiction	contemporary
nyp.33433076051964	Mason, Caroline (Atwater)			f	us	1853-1939.	1899	1899	1899	2.0	2.0		Philadelphia;A.F. Rowland;c1899			A wind flower; a novel	longfiction	contemporary
uc2.ark+=13960=t3513vb6c	Wilson, Anna May			f	us	1870-	1897	1897	1897	1.0	1.0		Elgin, Ill. ; Chicago;D.C. Cook Publishing Co.;c1897.		Mu??????ammad|d. 632|Prophet	The days of Mohammed	longfiction	contemporary
uc2.ark+=13960=t53f4n79f	Channing, Grace Ellery			f	us	1862-1937.	1895	1895	1895	1.0	1.0		Chicago;Stone & Kimball;1895.			The sister of a saint	longfiction	contemporary
nyp.33433074968391	Dowie, Ménie Muriel	Dowie, Ménie Muriel		f	uk	1867-1945.	1896	1896	1896	1.0	1.0		New York;J. Lane;c1896			Some whims of fate	shortfiction	contemporary
uc2.ark+=13960=t7dr2r26p	Trumbull, Annie Eliot			f	us	1857-1949.	1897	1897	1897	1.0	1.0		New York;A.S. Barnes and Company;1900, c1897.			A Christmas accident	shortfiction	contemporary
nyp.33433076061971	White, Eliza Orne			f	us	1856-1947.	1895	1895	1895	2.0	2.0		Boston;New York;Houghton, Mifflin and Company;1895.			The coming of Theodora [a novel]	longfiction	contemporary
nyp.33433074871272	Duchess	Hungerford, Margaret Wolfe		f	uk	1855-1897.	1895	1895	1895	1.0	1.0		Philadelphia;J.B. Lippincott;1895.		English fiction	Molly Darling and other stories	shortfiction	contemporary
uc1.$b112594	Lyall, Edna	Bayly, Ada Ellen		f	uk	1857-1903.	1897	1897	1897	3.0	3.0		New York;Longmans, Green and Co.;1897.			Wayfaring men;	longfiction	contemporary
uva.x001085974	Molesworth, Mrs	Molesworth, Mary Louisa		f	uk	1839-1921.	1896	1896	1896	3.0	3.0		New York;Macmillan;1896.			The Oriel window	longfiction	contemporary
uc1.b4102275	Holley, Marietta			f	us	1836-1926.	1895	1895	1895	3.0	3.0		New York;Funk & Wagnalls;c1895.			Samantha in Europe	longfiction	contemporary
nyp.33433074848452	Burr, Anna Robeson Brown			f	us	1873-1941.	1899	1899	1899	1.0	1.0		New York;D. Appleton and Company;1899.			A cosmopolitan comedy	longfiction	contemporary
uva.x004385162	Griffith, Susan M			f		b. 1851.	1899	1899	1899	1.0	1.0		Richmond;Presbyterian Committee of Publication;c1899			The ladder of promise	longfiction	contemporary
wu.89098012545	Bradshaw, Margaret			f			1897	1897	1897	1.0	1.0		Boston;J. H. Earle;c1897.			My heart remembers how	longfiction	contemporary
nyp.33433076082019	Macdonald, Robert			m	us		1897	1897	1897	1.0	1.0		New York;F.A. Munsey;1897.		American fiction	In the region of Boris, a tale of Carpathia	longfiction	contemporary
uc2.ark+=13960=t9j38mf0k	Stimson, Frederic Jessup			m	us	1855-1943.	1896	1896	1896	1.0	1.0		New York;Charles Scribner's Sons;1899, c1896.		King Philip's War, 1675-1676|Bacon's Rebellion, 1676	King Noanett	longfiction	contemporary
uc2.ark+=13960=t3hx16445	Stephens, Robert Neilson			m	us	1867-1906.	1899	1899	1899	3.0	3.0		Boston;L.C. Page and Company;1899.		Great Britain|History|Elizabeth, 1558-1603	A gentleman player;	longfiction	contemporary
uva.x000664921	bp., Fitzgerald, Oscar Penn			m	us	1829-1911.	1895	1895	1895	1.0	1.0		Nashville, Tenn.;Publishing house of the M.E. Church, South;1895.		Social life and customs|Description and travel	California sketches. New and old	longfiction	contemporary
uc1.$b287373	Chambers, Robert W. (Robert William)			m	us	1865-1933.	1897	1897	1897	1.0	1.0		New York;D. Appleton and company;1897.			The mystery of choice	shortfiction	contemporary
mdp.39015039513158	Allen, Grant			m	ca	1848-1899.	1896	1896	1896	2.0	2.0		New York;R. F. Fenno & company;c1896			A bride from the desert	longfiction	contemporary
inu.32000009261134	Conrad, Joseph			m	uk	1857-1924.	1925	1899	1924	1.0	1.0	v.21	Garden City, N.Y.|Doubleday, Page & Co.|1925.			Lord Jim	longfiction	reprint
uc1.$b112814	Grant, Charles			m			1896	1896	1896	1.0	1.0		London;New York;Macmillan;1896.			Stories of Naples and the Camorra	shortfiction	contemporary
nnc1.1002249626	Warman, Cy			m	us	1855-1914.	1897	1897	1897	2.0	2.0		New York;C. Scribner's sons;1897.		American fiction	The express messenger, and other tales of the rail	shortfiction	contemporary
mdp.39015073480777	Henty, G. A. (George Alfred)	Henty, George Alfred		m	uk	1832-1902.	1900	1899	1900	1.0	1.0		London;Blackie & Son, Limited;1900.	Juvenile audience	Thirty Years' War, 1618-1648|Juvenile fiction	Won by the sword : a tale of the Thirty Years' War	longfiction	contemporary
uc2.ark+=13960=t87h1f980	Bangs, John Kendrick			m	us	1862-1922.	1897	1897	1897	8.0	7.0		New York;London;Harper;1902, c1897.		Doyle, Arthur Conan|1859-1930	The pursuit of the house-boat	longfiction	contemporary
nyp.33433074870720	1855			m	us	1858-1916.	1899	1899	1899	2.0	2.0		New York;Doubleday & McClure co.;1899.			Stories of the railroad, by John A. Hill	shortfiction	contemporary
uc2.ark+=13960=t3bz61h8n	Tracy, Louis			m	uk	1863-1928.	1898	1898	1898	1.0	1.0		New York and London;G. P. Putnam's sons;1898.			The lost provinces;	longfiction	contemporary
mdp.39015060438713	Higginson, Thomas Wentworth			m	us	1823-1911.	1898	1898	1898	4.0	4.0		London;Macmillan company;New York;The Macmillan company;1898.		Geographical myths|Legends	Tales of the enchanted islands of the Atlantic	shortfiction	contemporary
uc2.ark+=13960=t2697641q	Merezhkovsky, Dmitry Sergeyevich			m	ru	1865-1941.	1901	1895	1901	2.0	2.0		Westminster;A. Constable;1901.		331-363|Julian|Emperor of Rome	The death of the gods	longfiction	contemporary
nyp.33433074855069	Gallichan, Walter M. (Walter Matthew)	Gallichan, Walter Matthew	Mortimer, Geoffrey	m	uk	1861-1946.	1895	1895	1895	1.0	1.0		London;B. Dobell;1895.			Like stars that fall	longfiction	contemporary
nyp.33433075751945	Steuart, John A. (John Alexander)			m		1861-1932.	1898	1898	1898	1.0	1.0		New York;Dodd, Mead & company;1898.			The minister of state; a novel	longfiction	contemporary
uc2.ark+=13960=t3dz04t5t	Bill, Edward Lyman			m	us	1862-1916.	1910	1898	1910	1.0	1.0		New York;R.F. Fenno & co.;1910.			The sword of the Pyramids	longfiction	contemporary
njp.32101066458215	Corelli, Marie			f	uk	1855-1924.	1900	1900	1900	9.0	9.0		London;1900.		Faith|Clergy|England|Religion	The master-Christian	longfiction	contemporary
nyp.33433074871561	Keats, Gwendoline			f	uk	d. 1910	1903	1903	1903	2.0	2.0		New York;Scribner's;1903.			The Roman road	longfiction	contemporary
mdp.39015062996734	Converse, Florence			f	us	1871-1967	1933	1903	1933	2.0	2.0		London|J.M. Dent|New York|E.P. Dutton|1933			Long Will	longfiction	reprint
nyp.33433074862370	Calhoun, Alice J			f	us		1902	1902	1902	1.0	1.0		New York;Washington;The Neale Publishing Company;1904.			When yellow jasmine blooms : a story of the southland	longfiction	contemporary
njp.32101066164730	Blanchard, Amy Ella			f	us	1856-1926.	1900	1900	1900	1.0	1.0		Boston;Chicago;W. A. Wilde Company;1900	Juvenile audience	Revolution, 1775-1783|History	A daughter of freedom; a story of the latter period of the war for independence	longfiction	contemporary
uc2.ark+=13960=t3vt1jg1d	Ray, Anna Chapin			f	us	1865-1945.	1903	1903	1903	1.0	1.0		Boston;Little,Brown, and company;1903.			Ursula's freshman	longfiction	contemporary
uc2.ark+=13960=t7pn8xw86	Seawell, Molly Elliot			f	us	1860-1916.	1900	1900	1900	3.0	3.0		New York;Charles Scribner's Sons;1900.		American fiction	The house of Egremont	longfiction	contemporary
uc2.ark+=13960=t8kd1s16n	Meredith, Ellis			f	us	1865-1955.	1901	1901	1901	1.0	1.0		Boston;Little, Brown, and Company;1901.			The master-knot of human fate	longfiction	contemporary
nyp.33433074959820	Derville, Leslie			f	us		1904	1904	1904	1.0	1.0		New York;G.W. Dillingham Company;1904.			The other side of the story : a novel	longfiction	contemporary
uc2.ark+=13960=fk3nv99f7f	Atherton, Gertrude Franklin Horn			f	us	1857-1948.	1903	1903	1903	1.0	1.0		New York;The Macmillan Company;London;Macmillan & Co. Ltd.;1903.			Mrs. Pendleton's four-in-hand	longfiction	contemporary
uva.x030788093	Manning-Brewer, Estelle Hempstead			f	us	b. 1882.	1902	1902	1902	1.0	1.0		Washington, D.C.;The Neale pub. co.;1902.			Hafiz: a story of adventure and romance told from old family love letters written during the exciting events of the barionial feuds of seventeen hundred and thirty-four	longfiction	contemporary
uc2.ark+=13960=t7dr2q88x	Miller, Harriet (Mann)			m	us	1831-1918.	1904	1904	1904	1.0	1.0		Boston;New York;Houghton Mifflin & co.;1904.			Kristy's queer Christmas	longfiction	contemporary
uc2.ark+=13960=t4hm57h5p	Hume, Fergus			m	uk	1859-1932.	1906	1900	1906	1.0	1.0		Chicago;Rand, McNally;c1906.			The bishop's secret	longfiction	contemporary
uc2.ark+=13960=t1rf5n23g	Outhwaite, Robert Leonard			m	uk	1869-	1901	1901	1901	2.0	2.0		New York;Cassell;c1901.			The wisdom of Esau	longfiction	contemporary
uc1.$b299821	Churchill, Winston, Sir			m	uk	1871-1947.	1900	1900	1900	1.0	1.0		New York [etc.;Longmans, Green;1900.			Savrola;	longfiction	contemporary
nnc1.1002185504	Dunn, Byron A. (Byron Archibald)			m	us	1842-1926.	1903	1903	1903	1.0	1.0		Chicago;A. C. McClurg & co.;1903.			Raiding with Morgan	longfiction	contemporary
uc2.ark+=13960=t8w952218	Millard, Bailey			m	us	1859-1941.	1904	1904	1904	3.0	3.0		New York;E. J. Clode;1904.			The lure o'gold	longfiction	contemporary
uc2.ark+=13960=t7cr5nx2j	Hobart, George V. (George Vere)			m		1867-1926.	1901	1901	1901	1.0	1.0		New York;G. W. Dillingham Co.;1901			Down the line with John Henry	longfiction	contemporary
uva.x002122780	Dixon, Thomas			m	us	1864-1946.	1910	1903	1910	1.0	1.0		New York;Grosset & Dunlap;191-?			The one woman : a story of modern Utopia	longfiction	contemporary
uc2.ark+=13960=t93778s3b	Eyre, Archibald			m			1903	1903	1903	1.0	1.0		New York;London;The Smart Set Publishing Co.;1903.			The trifler;	longfiction	contemporary
nyp.33433081852992	Harben, Will N. (William Nathaniel)	Harben, William Nathaniel		m	us	1858-1919.	1902	1902	1902	1.0	1.0		New York;Harper;1902.			Abner Daniel : a novel	longfiction	contemporary
mdp.39015063933249	Lewis, Alfred Henry			m	us	1855-1914.	1902	1902	1902	4.0	4.0		New York;Grosset & Dunlap;1902			Wolfville nights	longfiction	contemporary
uc1.b4218035				u			1901	1901	1901	1.0	1.0		Los Angeles, Cal.;Sanderson-Whitten;1901		American wit and humor|English wit and humor	Half-hours with great humorists : Artemus Ward, George Macdonald, Max Adeler, Samuel Lover and others	shortfiction	contemporary
uc1.b3810812	Bright, A. D			u			1901	1901	1901	1.0	1.0		Shrewsbury, Eng.;L. Wilding;1901.		Maori (New Zealand people)|Folklore|Fables, Maori	Three Xmas gifts, and other tales	shortfiction	contemporary
uc2.ark+=13960=t1ng4h02g	Greenleaf, Sue			f	us		1906	1906	1906	1.0	1.0		New York;B. W. Dodge and Company;c1906		sf	Don Miguel Lehumada	longfiction	contemporary
uva.x030788126	Ellison, Edith Nicholl Bradley			f	us		1908	1908	1908	1.0	1.0		New York;Broadway publishing co.;c1908			The burnt-offering	longfiction	contemporary
nyp.33433075968358	Jackson, Gabrielle E. (Gabrielle Emilie)			f	us	b. 1861.	1908	1908	1908	1.0	1.0		New York;Revell Co.;1908.		Young women|Conduct of life	The dawn of womanhood	longfiction	contemporary
nyp.33433074812458	Dejeans, Elizabeth	Budgett, Frances Elizabeth Janes	Dejeans, Elizabeth	f	us	1873-1928	1909	1909	1909	3.0	3.0		Philadelphia;London;J. B. Lippincott company;1909.			The winning chance	longfiction	contemporary
uc2.ark+=13960=t2m61cq1t	Forbes, A. S. C			f			1909	1909	1909	1.0	1.0		Chicago;A.C. McClurg & Co.;1909.			Mission tales in the days of the dons	shortfiction	contemporary
nc01.ark+=13960=t9z034v7b	Thompson, Adele E			f	us		1906	1906	1906	2.0	2.0		Boston;Lothrop, Lee & Shephard Co.;1906		Revolution, 1775-1783|United States|History	Polly of the pines;	longfiction	contemporary
uc1.b3561913	Jewett, Sarah Orne			f	uk	1849-1909.	1925	1909	1909	3.0	3.0	v.1	Boston|New York|Houghton Mifflin Company|1925.			The return. Mrs. Todd. The schoolhouse. At the schoolhouse window. Captain Littlepage. The waiting place. The outer island. Green Island. William. Where pennyroyal grew. The old singers. A strange sail. Poor Joanna. The hermitage. On Shell-heap Island. The great expedition. A country road. The Bowden reunion. The feast's end. Along shore. A Dunnet shepherdess. The Queen's twin. William's wedding. The backward view	longfiction	contemporary
nc01.ark+=13960=t2x35sr01	Baker, Cornelia			f	us	1855-	1906	1906	1906	3.0	3.0		Indianapolis;The Bobbs-Merrill Co.;1906			The court jester	longfiction	contemporary
uc2.ark+=13960=t2891f63t	Kingsley, Florence (Morse), Mrs			f	us	1859-1937.	1907	1907	1907	1.0	1.0		New York and London;Harper & brothers;1907.			The princess and the ploughman	longfiction	contemporary
uc2.ark+=13960=t9t14xh4d	Castle, Agnes			f	ir	d. 1922.	1905	1905	1905	2.0	2.0		New York;F. A. Stokes company;1905.			The heart of Lady Anne	longfiction	contemporary
nyp.33433074958525	Dale, Mary			f	us		1909	1909	1909	1.0	1.0		New York City;Aberdeen Publishing Company;1909.			Miss Eagle, the suffragette	longfiction	contemporary
nyp.33433074866561	Kinross, Albert			m	uk	1870-1929.	1908	1908	1908	1.0	1.0		New York;Macmillan;1908.			Joan of Garioch	longfiction	contemporary
dul1.ark+=13960=t9g45ch9h	Godfrey, Hollis			m	us	1874-1936	1908	1908	1908	2.0	2.0		Boston;Little, Brown & Company;1908.			The man who ended war;	longfiction	contemporary
nyp.33433074873286	Knowles, Robert Edward			m		b. 1868.	1908	1908	1908	1.0	1.0		New York;Chicago [etc.;F.H. Revell Company;c1908			The web of time	longfiction	contemporary
nyp.33433074852835	Birmingham, George A	Hannay, James Owen	Birmingham, George A	m	ir	1865-1950.	1905	1905	1905	4.0	4.0		London;E. Arnold;1905.			The seething pot	longfiction	contemporary
wu.89099752115	Henham, Ernest G. (Ernest George)		Trevena, John	m	uk	1870-1948.	1909	1909	1909	2.0	2.0		London;A. Rivers, ltd.;1909.			Granite	longfiction	contemporary
nyp.33433076021819	Spoth, John Charles			m	us		1909	1909	1909	2.0	2.0		Boston, Mass.;The C. M. Clark publishing company;1909.			A knight in homespun	longfiction	contemporary
uc1.b3548269	James, Henry			m		1843-1916.	1907	1907	1907	1.0	1.0	v. 12	New York;Scribner's;1907-09			The novels and tales of Henry James	longfiction	contemporary
nyp.33433082128475	Brown, Joseph M			m		1851-1932.	1907	1907	1907	1.0	1.0		New York;Broadway publishing co.;1907.			Astyanax; an epic romance of Ilion, Atlantis & Amaraca	longfiction	contemporary
uc2.ark+=13960=t6nz8711v	Kuprin, A. I. (Aleksandr Ivanovich)			m	ru	1870-1938.	1907	1907	1907	1.0	1.0		London;Everett & Coy;1907.			In honour's name	longfiction	contemporary
nyp.33433074939418	Ayscough, John	Bickerstaffe-Drew, Francis Browning		m	uk	1858-1928.	1908	1908	1908	1.0	1.0		New York and London;G. P. Putnam's;1908.		English fiction	Marotz	longfiction	contemporary
uc2.ark+=13960=t2r49ht5b	Barr, Robert			m	uk	1849-1912.	1909	1909	1909	1.0	1.0		New York;Grosset & Dunlap;c1909.			Cardillac	longfiction	contemporary
uc2.ark+=13960=t9862cj28	Ferguson, Esther Baldwin			f	us	b. 1842	1910	1910	1910	1.0	1.0	c.2	San Francisco;Gilmartin Company;c1910.		Equality|Social conditions|Women|20th century	The lump of gold	longfiction	contemporary
nyp.33433076059850	Putnam, Nina (Wilcox), Mrs			f	us	1888-1962.	1912	1912	1912	1.0	1.0		Garden City, N.Y.;Doubleday, Page;1912.			In search of Arcady	longfiction	contemporary
uc2.ark+=13960=t56d5rj0b	Wylie, I. A. R. (Ida Alexa Ross)			f	au	1885-1959.	1912	1912	1912	2.0	2.0		Indianapolis;Bobbs-Merrill;1913, c1912.			The daughter of Brahma	longfiction	contemporary
nc01.ark+=13960=t0bv8m80k	Pyle, Katharine			f	us	1863-1938	1911	1911	1911	1.0	1.0		New York;E.P. Dutton & company;c1911			Fairy tales from many lands	shortfiction	contemporary
nyp.33433074929682	Blount, Melesina Mary	Norman, Mrs. George	Blount, Melesina Mary	f	uk		1913	1913	1913	1.0	1.0		New York;Duffield;1913.			The silver dress	longfiction	contemporary
nyp.33433074863162	Hersey, Clara Sherman			f	us		1910	1910	1910	1.0	1.0		Boston;G.H. Ellis Co.;1910.			Shell and kernel; a neighborhood story of country life in New England	shortfiction	contemporary
uc2.ark+=13960=t9p26xq9c	Metelerkamp, Sanni			f	sa	1867-1945.	1914	1914	1914	1.0	1.0		London;Macmillan;1914.		Folklore, African|Tales, African|South Africa	Outa Karel's stories	shortfiction	contemporary
uc2.ark+=13960=t3ws8jc3n	Webb, Kate Cope			f			1912	1912	1912	1.0	1.0		San Francisco;R.J. Orozco;1912.			Arthur in shadow and sunshine	longfiction	contemporary
nyp.33433076046840	White, Eliza Orne			f	us	1856-1947.	1914	1914	1914	1.0	1.0		Boston;New York;Houghton Mifflin Company;1914;(Cambridge;The Riverside Press)			The first step : a novel	longfiction	contemporary
uc2.ark+=13960=t4zg6j18m	Tompkins, Juliet Wilbor			f	us	1871-1956.	1913	1913	1913	2.0	2.0		Garden City, N.Y.;Doubleday, Page;1913.			Ever after	longfiction	contemporary
uc2.ark+=13960=t2794284g	Nicholas, Anna			f	us		1913	1913	1913	2.0	2.0		Indianapolis;The Bobbs-Merrill Company;c1913			The making of Thomas Barton	longfiction	contemporary
nyp.33433074879515	Locke, William John			m	uk	1863-1930.	1911	1911	1911	3.0	3.0		New York;John Lane company;1911.			The glory of Clementina	longfiction	contemporary
loc.ark+=13960=t9q24h56b	Thurston, E. Temple (Ernest Temple)			m	uk	1879-1933.	1910	1910	1910	2.0	2.0		New York;Dodd, Mead and company;1910.			The patchwork papers	shortfiction	contemporary
nyp.33433043248826	Camp, Walter		Colton, Matthew M.	m	us	1859-1925.	1913	1913	1913	1.0	1.0		New York;Hurst & Company;c1913			Frank Armstrong, captain of the nine	longfiction	contemporary
